datetime,Sales,direct,retail sales,unknown sales,applications,net applications
2022-01-01,0.6586128071520131,0.8011613152403012,0.10582850900362306,0.5704990568631296,0.04939673279813192,0.015137348656961869
2022-01-02,0.3424436503246395,0.3598329115767377,0.28447168033997183,0.31466510199464104,0.7960417933087883,0.8578808324814271
2022-01-03,0.48243986459637456,0.35441168372622744,0.3910361178514874,0.26271317738578537,0.6076747284407104,0.7136572453909713
2022-01-04,0.5392622928907631,0.477958302823302,0.7039038874124367,0.12163880472335284,0.49027151225706755,0.6969706526627008
2022-01-05,0.24457204026338109,0.344975789040457,0.567132271529709,0.4117766021649367,0.3890304453741469,0.6689310445332872
2022-01-06,0.4021332759040611,0.31505515343593515,0.5158071911667602,0.5728728259002044,0.21347275734785,0.5171933010731873
2022-01-07,0.3013044252809064,0.46230883381843324,0.8001797080710392,0.22349602858191778,0.7614568905782202,0.7130216242634457
2022-01-08,0.3308085339822071,0.6625061372740748,0.47306787414240603,0.4562470888260248,0.5324688429638221,0.6873724981646714
2022-01-09,0.38844711116438224,0.6779019491435232,0.3887549245478741,0.30771444205125986,0.47877147287915744,0.8217893878208705
2022-01-10,0.2738065581639567,0.632949889659653,0.7123803474086775,0.3857541202382797,0.4205908331160997,0.5846880183530088
2022-01-11,0.3245711533698268,0.6113510910238851,0.8158947852778623,0.22756565689085576,0.7241984699719527,0.6795033293101528
2022-01-12,0.339300949725303,0.41045834748351107,0.6486129926457326,0.22117814451792808,0.37438924936734685,0.4329010317097718
2022-01-13,0.3572851123324432,0.4468738668390677,0.6378165220259374,0.4329713099575627,0.6866223327983918,0.783619977721382
2022-01-14,0.2393176196602778,0.3465658433853753,0.45306520866703026,0.3061179699397857,0.5389903688397363,0.5859838952692482
2022-01-15,0.5362139428880275,0.2239572290323849,0.23719064361739983,0.4351751317568666,0.2715356818877588,0.6693507579647655
2022-01-16,0.6030420767494511,0.5409423507613068,0.23678488787264906,0.25819861129707444,0.6655024672799916,0.7678760326935928
2022-01-17,0.07348893863827827,0.6537718022993293,0.35740549245816644,0.3889176846363954,0.4161553601513055,0.7429594566217733
2022-01-18,0.46086017585696204,0.6058787846411269,0.6916419044060974,0.5226017978134462,0.21143325199323112,0.4674635568247286
2022-01-19,0.49525127034881844,0.6658277358509856,0.28696267520619434,0.20943360866387947,0.6875615435069788,0.6242729608285071
2022-01-20,0.30965790775782975,0.7525711613106518,0.4161167751054421,0.46128490106763975,0.554065739564402,0.638521026367277
2022-01-21,0.2618473347952352,0.5665845111529676,0.9999999999999999,0.35678738634920204,0.80470411969434,0.7919174215366142
2022-01-22,0.5459575692204915,0.2714367297819861,0.4989158521789846,0.20587957507587132,0.604024683191089,0.7490479684998719
2022-01-23,0.3534260756027634,0.3147888872285961,0.8056937347505472,0.20896562149392559,0.4540140873489614,0.5668853421852854
2022-01-24,0.49551395273181453,0.3676529984744993,0.3201592707344406,0.11345917404598913,0.45313516317998914,0.6583567301384957
2022-01-25,0.5417286313030518,0.44715468041313644,0.2564937095521793,0.1705809485516063,0.5303863943928376,0.6128236829269648
2022-01-26,0.4825386906487127,0.37732590697266577,0.6340869232657741,0.3820014574381343,0.5372405052698127,0.8229316414534746
2022-01-27,0.5876123841114678,0.6585259127170575,0.39709530680233873,0.17617466387443456,0.7520887912352086,0.590818069038839
2022-01-28,0.3854255686346063,0.4990653907705458,0.4206333752764134,0.4155542758724845,0.6576248999347158,0.6166924660510069
2022-01-29,0.2434452709533314,0.5328152892264244,0.4237486603297552,0.3738104945436882,0.5498119083588177,0.5089656313477797
2022-01-30,0.38327177359561126,0.4344490978990668,0.4356623108909242,0.5097720584024333,0.6169653504546009,0.6940192797083359
2022-01-31,0.8504771668206863,0.7327455816914845,0.27241199982899045,0.41327523704108093,0.24465937897547105,0.00982949512462733
2022-02-01,0.33441174231092496,0.037044128738626336,0.4277249629501102,0.11761758571133249,0.7720353384313049,0.7620974989555933
2022-02-02,0.4531832613033713,0.4773127358289342,0.13006240891678322,0.5278373718845403,0.48604831311646635,0.4831068317428757
2022-02-03,0.5145086703337434,0.7121890850439487,0.5182921585380137,0.35348788536848874,0.5286170525296389,0.7091278574540775
2022-02-04,0.336821806849117,0.4582367101353113,0.6833090452552973,0.4708976692612262,0.6374572877397371,0.7186378648962669
2022-02-05,0.3444327038804085,0.7037144290870394,0.1461952191794582,0.24437956696229116,0.5997904694106561,0.9086752909301404
2022-02-06,0.3333844559956415,0.5639854404125865,0.32114192438347866,0.4120163311290932,0.32867048986173364,0.8044782782501887
2022-02-07,0.3624381132336447,0.5685110989223697,0.5723015738449612,0.2141411640190278,0.5513732411223047,0.5427933700188647
2022-02-08,0.46558736990052874,0.7017072174064811,0.4623225214296286,0.3973213518970987,0.6481573833309331,0.5187439836020334
2022-02-09,0.19328600087921588,0.4029339613119335,0.8913661137932251,0.3066723735751188,0.37206499695523665,0.5321726432044868
2022-02-10,0.37174647535866556,0.528052571481669,0.28759177322674,0.350051712983552,0.6031805629510666,0.5567294532201968
2022-02-11,0.466644020233839,0.42027462854723074,0.5259599187810658,0.23208937950895528,0.31069357639397643,0.7375158491622186
2022-02-12,0.2197755845326902,0.32680502481300366,0.6108122794891188,0.33950344335243354,0.4271191975982107,0.5682422182646377
2022-02-13,0.3355388494629331,0.5648275654761119,0.07823993235001525,0.17518799734437476,0.49091833311098354,0.607505609178739
2022-02-14,0.3717720399819624,0.0,0.1819059944268846,0.4460176691613099,0.44363733209466794,0.6181084497539289
2022-02-15,0.4657715190310825,0.05053356235047485,0.4566937262765224,0.3418306490404448,0.39116978343683906,0.5384963732704812
2022-02-16,0.3852581181448247,0.6596802526816794,0.39432915744949115,0.25121992109935376,0.7379381418192872,0.8832976422959752
2022-02-17,0.3602122419744378,0.4394628638704202,0.3581027562866783,0.2117414843913253,0.5661772263439956,0.7060219281004533
2022-02-18,0.28486443937272854,0.4008420773201695,0.44947904830695273,0.30287226180066873,0.6240913528590439,0.7179051340196436
2022-02-19,0.46122495351682513,0.3114288114347029,0.6932712446737347,0.19925299265410693,0.4514731884094304,0.6286182372064917
2022-02-20,0.4751517808386072,0.4135538007050976,0.8760235335013257,0.30908962431304,0.32379831867236164,0.7987631359081122
2022-02-21,0.43330583873176276,0.22575520374415414,0.2403318436220928,0.2646409325242982,0.37762288679867295,0.6760931663048204
2022-02-22,0.3817777731507068,0.7692170621292129,0.5323164027136135,0.23227877253358928,0.4080266476390151,0.5662933088031656
2022-02-23,0.45463757271875305,0.2936839304851868,0.6098778692554517,0.21797991573670797,0.6091797774640051,0.6999348682443163
2022-02-24,0.3160376274689992,0.5326287490711874,0.6138563569789964,0.2677663051237906,0.44557400765277055,0.6676502991684304
2022-02-25,0.3858835676488678,0.5949246923983555,0.44433961992270554,0.16503270378690324,0.6098480653521214,0.6814979760492341
2022-02-26,0.4126294327568685,0.46485439989416677,0.3175530172864568,0.07084000397181364,0.4195068225649973,0.6146123208950215
2022-02-27,0.2863274317908078,0.5803095101919254,0.19457620214057003,0.24402332161511223,0.4375942504774354,0.5633299164098386
2022-02-28,0.6337160294017767,0.49703228421491674,0.787531769189504,0.41027480766694746,0.8194908669950084,0.38349146413181956
2022-03-01,0.2653517422006517,0.6046260061118194,0.7418478726630445,0.24722271221222294,0.592136901970294,0.5904685730276497
2022-03-02,0.5350194176503641,0.8527080692190467,0.1533855523149572,0.5643606513367402,0.15058905770196276,0.03594907239423886
2022-03-03,0.16060134668659587,0.22095923123655536,0.10374580239861841,0.21887589166136925,0.5988803831469984,0.5482777702874702
2022-03-04,0.60276695778465,0.43963951545541446,0.4821406723428715,0.19209795769293955,0.7285868140465084,0.6527979179659622
2022-03-05,0.2205246518538143,0.5425635289240391,0.27835160831126504,0.40854672022745453,0.44721296820757317,0.8039422475377742
2022-03-06,0.5011932552050158,0.5274676829431015,0.6092380554050049,0.35603247137317384,0.7862136732450157,0.5173438541192252
2022-03-07,0.4909336151365302,0.3218285179653174,0.4607072530911164,0.39417934022460444,0.3624673115252156,0.5752189674841599
2022-03-08,0.36919980487030934,0.6159304440909998,0.48048582400673456,0.30810801746128225,0.4044645252538428,0.6346591183398015
2022-03-09,0.3939416686999313,0.4440013902701492,0.7573570397360431,0.3287693121431865,0.43544037223212195,0.7692238234387132
2022-03-10,0.46178284829206306,0.5873470389806671,0.5545948940087227,0.09523650669909042,0.5678984129859542,0.5531982359487729
2022-03-11,0.47305317761389987,0.6891469996411714,0.055663267680915784,0.12130828647066336,0.5827359168946958,0.7186530565913538
2022-03-12,0.33042269438042116,0.46188383093222996,0.6683548723266172,0.4568581010896824,0.6807005386670805,0.37484308991149784
2022-03-13,0.5726612801466788,0.4116853821470745,0.22094907066685698,0.3758402693932691,0.7332584595017851,0.73309470446018
2022-03-14,0.48963224742063827,0.3403410768909959,0.18533038477011676,0.2631909324433238,0.6452832875272647,0.6468153648340078
2022-03-15,0.25275375579776704,0.7494747549393039,0.24976593024674898,0.42046714656098394,0.8252465324175747,0.4191316582898168
2022-03-16,0.38163691439741687,0.23805674354958173,0.40421018490280725,0.32381235492817206,0.6158021795317995,0.6894771090866653
2022-03-17,0.38722192740010875,0.40585700156683535,0.8927081399464113,0.38187203727886454,0.4603175828768292,0.639946550840219
2022-03-18,0.4703626039924572,0.4131908750914054,0.6861257037809784,0.3292927970640017,0.6086595426690059,0.48137551038267234
2022-03-19,0.23263753676176296,0.5514735701304876,0.5861434557570498,0.14239461482900487,0.6655242777363835,0.6157029194408117
2022-03-20,0.4493005928048529,0.39759964723655294,0.7265952750683929,0.27368675186399594,0.6974112750240296,0.8399615653123506
2022-03-21,0.4108435450295931,0.7046382242365459,0.47613973180375135,0.16881983048954743,0.641061880495433,0.7178337504945429
2022-03-22,0.2835753740091973,0.3372171415716736,0.6107354689072412,0.203287803428969,0.5381461777929355,0.7132554265615362
2022-03-23,0.32862943228828656,0.32053757614595835,0.4794999524133149,0.22774378705046314,0.26462255858580985,0.8515099175434019
2022-03-24,0.5747570709434534,0.18923989075031733,0.6820273692179893,0.42002135683004693,0.8254376920378422,0.6286589612553953
2022-03-25,0.235205762424319,0.12794422925740878,0.28016962232338505,0.5229098739357937,0.8603976407619235,0.5859061966407644
2022-03-26,0.28002629186274053,0.3533423433468751,0.5704319356978603,0.30826138985485074,0.21510717636760054,0.5845003419653245
2022-03-27,0.4784818434226936,0.5490647392701998,0.6642669563532643,0.3308042648172802,0.643159937242741,0.6143210738227256
